node_ids timestamps population
2 99474.9445081549 PAG_aff_virt
2 130764.3184242043 PAG_aff_virt
2 152211.92772989732 PAG_aff_virt
2 155863.90273101444 PAG_aff_virt
2 164098.6751115262 PAG_aff_virt
2 168023.726186504 PAG_aff_virt
2 168924.51858537336 PAG_aff_virt
2 198598.92242695834 PAG_aff_virt
2 199504.69838514217 PAG_aff_virt
2 206889.25692222122 PAG_aff_virt
2 211210.68239002445 PAG_aff_virt
2 241574.4453237182 PAG_aff_virt
2 241622.47885708502 PAG_aff_virt
2 241682.76653180207 PAG_aff_virt
2 244990.20915019335 PAG_aff_virt
2 252971.1610988443 PAG_aff_virt
2 254331.0892653965 PAG_aff_virt
2 262372.9031234154 PAG_aff_virt
2 263610.0719315848 PAG_aff_virt
2 265121.9643462666 PAG_aff_virt
2 277456.9950598335 PAG_aff_virt
2 280163.72225603927 PAG_aff_virt
2 284154.32955457177 PAG_aff_virt
2 286622.3075375132 PAG_aff_virt
2 291648.3418710836 PAG_aff_virt
2 294867.3858027389 PAG_aff_virt
2 301698.7985310099 PAG_aff_virt
2 306882.46348991303 PAG_aff_virt
2 311066.6801570564 PAG_aff_virt
2 311890.9428074743 PAG_aff_virt
2 331903.8402729062 PAG_aff_virt
2 381186.23494833487 PAG_aff_virt
2 392491.0600788443 PAG_aff_virt
2 411852.81577547715 PAG_aff_virt
2 430880.9681703731 PAG_aff_virt
2 445609.3900576774 PAG_aff_virt
2 450397.61345172685 PAG_aff_virt
2 459419.31238599506 PAG_aff_virt
2 461620.58449090354 PAG_aff_virt
2 466088.05505164503 PAG_aff_virt
2 473222.18435488263 PAG_aff_virt
2 474238.4303107475 PAG_aff_virt
2 476995.38942351117 PAG_aff_virt
2 482062.5708433961 PAG_aff_virt
2 482532.11762821756 PAG_aff_virt
2 483025.7387210606 PAG_aff_virt
2 503682.6609314429 PAG_aff_virt
2 521053.395529144 PAG_aff_virt
2 541043.8223690212 PAG_aff_virt
2 547736.4764493591 PAG_aff_virt
3 10614.8139355593 PAG_aff_virt
3 23366.498667358537 PAG_aff_virt
3 48067.14545157099 PAG_aff_virt
3 48299.09974445164 PAG_aff_virt
3 75544.62530086527 PAG_aff_virt
3 88580.02957746397 PAG_aff_virt
3 92174.10659753245 PAG_aff_virt
3 117233.96185175159 PAG_aff_virt
3 129022.64030923365 PAG_aff_virt
3 145148.35278133428 PAG_aff_virt
3 145513.63695371963 PAG_aff_virt
3 146634.3586556395 PAG_aff_virt
3 161468.7236646092 PAG_aff_virt
3 168113.25124417452 PAG_aff_virt
3 177205.33509482926 PAG_aff_virt
3 220336.33399514886 PAG_aff_virt
3 221913.41973667662 PAG_aff_virt
3 253668.1432452896 PAG_aff_virt
3 257224.17982726774 PAG_aff_virt
3 263915.5340964938 PAG_aff_virt
3 268864.2199514921 PAG_aff_virt
3 290232.71104244154 PAG_aff_virt
3 305464.90357265994 PAG_aff_virt
3 334289.8867514086 PAG_aff_virt
3 358055.77864402905 PAG_aff_virt
3 363899.254366457 PAG_aff_virt
3 377421.84390929353 PAG_aff_virt
3 407157.3036234938 PAG_aff_virt
3 411624.13817317894 PAG_aff_virt
3 424496.5917083734 PAG_aff_virt
3 431113.1517891321 PAG_aff_virt
3 439314.9737835312 PAG_aff_virt
3 441884.8400173649 PAG_aff_virt
3 458785.08369433635 PAG_aff_virt
3 465119.07262832066 PAG_aff_virt
3 465680.6920376625 PAG_aff_virt
3 465884.32383352384 PAG_aff_virt
3 479959.06435226474 PAG_aff_virt
3 483357.7913019257 PAG_aff_virt
3 512069.0098721768 PAG_aff_virt
3 521157.81531918736 PAG_aff_virt
3 529610.1422833875 PAG_aff_virt
3 534793.3601994906 PAG_aff_virt
3 549346.590809932 PAG_aff_virt
4 18408.070774206466 PAG_aff_virt
4 34370.93582706872 PAG_aff_virt
4 49930.33318409546 PAG_aff_virt
4 58147.83720570118 PAG_aff_virt
4 58547.359363063464 PAG_aff_virt
4 65753.42037945779 PAG_aff_virt
4 73085.6561724103 PAG_aff_virt
4 74055.52720601333 PAG_aff_virt
4 77564.66668352703 PAG_aff_virt
4 79187.41626396183 PAG_aff_virt
4 81234.9213057623 PAG_aff_virt
4 96418.8648376195 PAG_aff_virt
4 110322.2134388947 PAG_aff_virt
4 114522.94804204135 PAG_aff_virt
4 116110.15700191545 PAG_aff_virt
4 116533.25397312951 PAG_aff_virt
4 121322.40691257421 PAG_aff_virt
4 125099.62331270793 PAG_aff_virt
4 147037.18591543427 PAG_aff_virt
4 148257.52587660452 PAG_aff_virt
4 171722.16358522722 PAG_aff_virt
4 195262.9014332655 PAG_aff_virt
4 234777.5483837801 PAG_aff_virt
4 237821.1612023556 PAG_aff_virt
4 244199.37467094202 PAG_aff_virt
4 266323.1954576971 PAG_aff_virt
4 270814.1176433172 PAG_aff_virt
4 271273.33164474263 PAG_aff_virt
4 273845.97250406485 PAG_aff_virt
4 288549.7983598139 PAG_aff_virt
4 295869.7347701921 PAG_aff_virt
4 304088.4599134286 PAG_aff_virt
4 307505.3072390182 PAG_aff_virt
4 324508.74192526157 PAG_aff_virt
4 324963.79956225364 PAG_aff_virt
4 329259.73408892954 PAG_aff_virt
4 346475.3029419402 PAG_aff_virt
4 352177.97354434914 PAG_aff_virt
4 354077.3474323817 PAG_aff_virt
4 355951.32984937733 PAG_aff_virt
4 358407.76277701237 PAG_aff_virt
4 390937.2239326701 PAG_aff_virt
4 398552.00331494317 PAG_aff_virt
4 400161.00235088007 PAG_aff_virt
4 407366.2394397235 PAG_aff_virt
4 423896.8356864401 PAG_aff_virt
4 437329.6230051675 PAG_aff_virt
4 442549.1563731455 PAG_aff_virt
4 462625.7572782311 PAG_aff_virt
4 464678.0426109802 PAG_aff_virt
4 478862.9346177058 PAG_aff_virt
4 486901.15572948975 PAG_aff_virt
4 495125.99067004176 PAG_aff_virt
4 510118.17932353076 PAG_aff_virt
4 516605.3429828182 PAG_aff_virt
4 526435.7873388213 PAG_aff_virt
4 528524.8446476811 PAG_aff_virt
4 554298.4906112177 PAG_aff_virt
5 147.0577404930551 PAG_aff_virt
5 4835.4017866527165 PAG_aff_virt
5 29559.408020063885 PAG_aff_virt
5 47038.56006539779 PAG_aff_virt
5 61706.86965800381 PAG_aff_virt
5 63120.203349699485 PAG_aff_virt
5 65710.33015052724 PAG_aff_virt
5 65841.8266882208 PAG_aff_virt
5 89151.07796280413 PAG_aff_virt
5 103656.92473762261 PAG_aff_virt
5 109421.11416449134 PAG_aff_virt
5 113403.1655927169 PAG_aff_virt
5 130380.06002016575 PAG_aff_virt
5 165623.24852107858 PAG_aff_virt
5 174727.46721133785 PAG_aff_virt
5 180641.04640263185 PAG_aff_virt
5 196714.0955398695 PAG_aff_virt
5 207662.3197409053 PAG_aff_virt
5 211123.92016812897 PAG_aff_virt
5 215042.59842010564 PAG_aff_virt
5 221174.25266764994 PAG_aff_virt
5 228057.08176032378 PAG_aff_virt
5 245968.57450608962 PAG_aff_virt
5 259442.3058559018 PAG_aff_virt
5 271848.90284660045 PAG_aff_virt
5 273307.1371212121 PAG_aff_virt
5 283018.11890602263 PAG_aff_virt
5 297264.1707443515 PAG_aff_virt
5 299032.56265022565 PAG_aff_virt
5 304320.4927300178 PAG_aff_virt
5 311658.26189436 PAG_aff_virt
5 325088.94234624016 PAG_aff_virt
5 328897.88735846593 PAG_aff_virt
5 362672.84580174886 PAG_aff_virt
5 375225.1518185774 PAG_aff_virt
5 387640.12852292246 PAG_aff_virt
5 424185.860214301 PAG_aff_virt
5 425102.8982241848 PAG_aff_virt
5 442936.33444745006 PAG_aff_virt
5 461614.46343892347 PAG_aff_virt
5 464539.96596050786 PAG_aff_virt
5 466012.05187234015 PAG_aff_virt
5 470855.24241904984 PAG_aff_virt
5 478690.2064198888 PAG_aff_virt
5 495268.0249419352 PAG_aff_virt
5 517965.1066037796 PAG_aff_virt
6 2928.5430440523046 PAG_aff_virt
6 11868.302145308931 PAG_aff_virt
6 49684.56760231714 PAG_aff_virt
6 50244.95992989814 PAG_aff_virt
6 63355.18296696455 PAG_aff_virt
6 98643.50588904403 PAG_aff_virt
6 107921.99574281345 PAG_aff_virt
6 115748.71680234677 PAG_aff_virt
6 127447.1592320854 PAG_aff_virt
6 133266.46759963458 PAG_aff_virt
6 143285.5757177038 PAG_aff_virt
6 145721.2693647539 PAG_aff_virt
6 162052.46207332826 PAG_aff_virt
6 171295.40891159786 PAG_aff_virt
6 175730.11518450885 PAG_aff_virt
6 180595.45610664776 PAG_aff_virt
6 204160.64905239904 PAG_aff_virt
6 207123.4493580141 PAG_aff_virt
6 210923.43499617933 PAG_aff_virt
6 214422.64217887464 PAG_aff_virt
6 216846.07737850785 PAG_aff_virt
6 219245.54168840585 PAG_aff_virt
6 221681.06397062793 PAG_aff_virt
6 226699.91845443135 PAG_aff_virt
6 237853.6342615106 PAG_aff_virt
6 246877.82473154896 PAG_aff_virt
6 262245.34332824155 PAG_aff_virt
6 271568.22325399285 PAG_aff_virt
6 282886.34885320003 PAG_aff_virt
6 289715.18170250853 PAG_aff_virt
6 290440.05478833575 PAG_aff_virt
6 295195.58540096896 PAG_aff_virt
6 306093.77904541045 PAG_aff_virt
6 320616.45362043835 PAG_aff_virt
6 323672.2349025301 PAG_aff_virt
6 324442.7867952906 PAG_aff_virt
6 329177.3911155389 PAG_aff_virt
6 391434.2398952084 PAG_aff_virt
6 404734.74473746744 PAG_aff_virt
6 404800.8977262598 PAG_aff_virt
6 408021.1317952424 PAG_aff_virt
6 410983.40815710346 PAG_aff_virt
6 422667.60299997067 PAG_aff_virt
6 447080.35094164556 PAG_aff_virt
6 448012.35502441163 PAG_aff_virt
6 463716.197189162 PAG_aff_virt
6 478667.9351698114 PAG_aff_virt
6 487627.2009727642 PAG_aff_virt
6 489622.4367502677 PAG_aff_virt
6 493749.0465989327 PAG_aff_virt
6 500650.4987085056 PAG_aff_virt
6 501084.55440001143 PAG_aff_virt
6 509122.0377680544 PAG_aff_virt
6 516675.5906982412 PAG_aff_virt
6 532237.2001508843 PAG_aff_virt
6 533795.7222856993 PAG_aff_virt
6 540074.3998337957 PAG_aff_virt
6 540524.9185588376 PAG_aff_virt
6 543955.0447526278 PAG_aff_virt
7 10955.431989146115 PAG_aff_virt
7 13594.37281170021 PAG_aff_virt
7 28902.51616550509 PAG_aff_virt
7 35353.782606001376 PAG_aff_virt
7 50876.98643186883 PAG_aff_virt
7 53331.546150201335 PAG_aff_virt
7 53410.58921734134 PAG_aff_virt
7 57787.63423803497 PAG_aff_virt
7 67903.96406474145 PAG_aff_virt
7 83148.45683879017 PAG_aff_virt
7 84903.53059451173 PAG_aff_virt
7 94927.67317040828 PAG_aff_virt
7 105710.78176071322 PAG_aff_virt
7 112401.17473427222 PAG_aff_virt
7 122200.75480505337 PAG_aff_virt
7 122567.3836667601 PAG_aff_virt
7 128570.64866721629 PAG_aff_virt
7 133305.33938886444 PAG_aff_virt
7 133343.66856097145 PAG_aff_virt
7 154665.76821274922 PAG_aff_virt
7 155997.33924691944 PAG_aff_virt
7 198875.6812673241 PAG_aff_virt
7 214899.17243777684 PAG_aff_virt
7 232189.86627123278 PAG_aff_virt
7 233792.8504496594 PAG_aff_virt
7 237941.37826345858 PAG_aff_virt
7 245730.29603195275 PAG_aff_virt
7 247476.46173531222 PAG_aff_virt
7 249548.97764406193 PAG_aff_virt
7 250961.14706410214 PAG_aff_virt
7 278141.71053822624 PAG_aff_virt
7 279037.62171729427 PAG_aff_virt
7 285845.77000103955 PAG_aff_virt
7 323450.122967632 PAG_aff_virt
7 329395.26208740706 PAG_aff_virt
7 331140.47671939584 PAG_aff_virt
7 333451.3035016164 PAG_aff_virt
7 349962.22161706095 PAG_aff_virt
7 376783.6717768108 PAG_aff_virt
7 378026.06951073074 PAG_aff_virt
7 401990.1402834869 PAG_aff_virt
7 411927.83235288906 PAG_aff_virt
7 415295.12889966473 PAG_aff_virt
7 427755.8838649454 PAG_aff_virt
7 439908.94008903345 PAG_aff_virt
7 447901.58703863836 PAG_aff_virt
7 453394.5121289639 PAG_aff_virt
7 454526.8964408835 PAG_aff_virt
7 488270.1236478669 PAG_aff_virt
7 500799.1471026985 PAG_aff_virt
7 536200.4767036127 PAG_aff_virt
8 8755.082448702824 PAG_aff_virt
8 24788.955204786824 PAG_aff_virt
8 51832.91957940886 PAG_aff_virt
8 62799.13565909398 PAG_aff_virt
8 67591.29837538338 PAG_aff_virt
8 68778.55638065437 PAG_aff_virt
8 80218.78184542475 PAG_aff_virt
8 96642.73159478119 PAG_aff_virt
8 99487.77366297736 PAG_aff_virt
8 105089.2711444881 PAG_aff_virt
8 109536.69851932781 PAG_aff_virt
8 137622.13238241186 PAG_aff_virt
8 147705.41446830268 PAG_aff_virt
8 162464.57950057028 PAG_aff_virt
8 167755.46718526306 PAG_aff_virt
8 170823.30539944943 PAG_aff_virt
8 175010.93935279147 PAG_aff_virt
8 188913.9808778825 PAG_aff_virt
8 212516.42842200503 PAG_aff_virt
8 216282.0512290408 PAG_aff_virt
8 236115.4831076056 PAG_aff_virt
8 239823.6890759321 PAG_aff_virt
8 247190.70072239428 PAG_aff_virt
8 261976.51949624217 PAG_aff_virt
8 275190.35782452615 PAG_aff_virt
8 306967.93730516423 PAG_aff_virt
8 326011.2886454372 PAG_aff_virt
8 331994.44268463424 PAG_aff_virt
8 339870.8543969623 PAG_aff_virt
8 359523.52885792125 PAG_aff_virt
8 369604.79684397025 PAG_aff_virt
8 382043.7040172243 PAG_aff_virt
8 384146.94900807313 PAG_aff_virt
8 387802.40313435206 PAG_aff_virt
8 390886.05846972734 PAG_aff_virt
8 391437.8077794639 PAG_aff_virt
8 395270.6312158786 PAG_aff_virt
8 400766.9548974514 PAG_aff_virt
8 417225.4040281983 PAG_aff_virt
8 425269.13702128094 PAG_aff_virt
8 431543.2995723884 PAG_aff_virt
8 480684.7021246434 PAG_aff_virt
8 501143.9948503549 PAG_aff_virt
8 502955.5648967667 PAG_aff_virt
8 510195.0781216055 PAG_aff_virt
8 510717.658060843 PAG_aff_virt
8 520862.10640122433 PAG_aff_virt
8 531848.9747605071 PAG_aff_virt
9 4573.903325989983 PAG_aff_virt
9 21985.524570887603 PAG_aff_virt
9 22231.75177833236 PAG_aff_virt
9 32062.730672888167 PAG_aff_virt
9 41216.39245586531 PAG_aff_virt
9 61431.747710468786 PAG_aff_virt
9 61964.95829255971 PAG_aff_virt
9 74083.74050755388 PAG_aff_virt
9 74608.76727082185 PAG_aff_virt
9 75792.63553320612 PAG_aff_virt
9 78168.88395857275 PAG_aff_virt
9 84434.2605018132 PAG_aff_virt
9 84778.71658959048 PAG_aff_virt
9 102238.07532064916 PAG_aff_virt
9 103618.87778652817 PAG_aff_virt
9 104619.8875526636 PAG_aff_virt
9 143167.16914627887 PAG_aff_virt
9 150772.53885152165 PAG_aff_virt
9 151539.47897892454 PAG_aff_virt
9 154116.434522769 PAG_aff_virt
9 160239.12735543257 PAG_aff_virt
9 171616.38777059922 PAG_aff_virt
9 175052.04005119295 PAG_aff_virt
9 184472.13263054262 PAG_aff_virt
9 187811.38556084046 PAG_aff_virt
9 191125.70795470368 PAG_aff_virt
9 206118.8549971052 PAG_aff_virt
9 208693.66415272368 PAG_aff_virt
9 210249.77683146874 PAG_aff_virt
9 211572.80194501995 PAG_aff_virt
9 219766.72556620277 PAG_aff_virt
9 222278.28061106266 PAG_aff_virt
9 225150.81203699543 PAG_aff_virt
9 246386.55845860866 PAG_aff_virt
9 253569.5889350318 PAG_aff_virt
9 256386.5659832637 PAG_aff_virt
9 271136.0185629016 PAG_aff_virt
9 275152.45014719 PAG_aff_virt
9 275349.6508963339 PAG_aff_virt
9 280752.5935004511 PAG_aff_virt
9 281974.8394048611 PAG_aff_virt
9 298262.9060157411 PAG_aff_virt
9 300916.87524626596 PAG_aff_virt
9 351696.9804634849 PAG_aff_virt
9 362329.1087264219 PAG_aff_virt
9 368211.8213171045 PAG_aff_virt
9 387623.88934412284 PAG_aff_virt
9 393431.70484838693 PAG_aff_virt
9 422016.3273464004 PAG_aff_virt
9 443930.9660478496 PAG_aff_virt
9 448065.206312639 PAG_aff_virt
9 448308.25963375525 PAG_aff_virt
9 457847.8313293863 PAG_aff_virt
9 471008.18293758825 PAG_aff_virt
9 471572.95039103925 PAG_aff_virt
9 498915.15300414286 PAG_aff_virt
9 505780.91131769685 PAG_aff_virt
9 510107.6454961872 PAG_aff_virt
9 522800.48750895064 PAG_aff_virt
9 533611.3759850508 PAG_aff_virt
9 541722.1441839215 PAG_aff_virt
9 545228.8843747481 PAG_aff_virt
9 547036.4578666934 PAG_aff_virt
9 551402.3444356782 PAG_aff_virt
10 2190.9607531343154 PAG_aff_virt
10 4167.69076758498 PAG_aff_virt
10 17461.438836151327 PAG_aff_virt
10 19504.35090892638 PAG_aff_virt
10 35656.37737561764 PAG_aff_virt
10 40826.28181544754 PAG_aff_virt
10 42804.975534407975 PAG_aff_virt
10 48350.00682936881 PAG_aff_virt
10 65748.74588909883 PAG_aff_virt
10 98726.24802136753 PAG_aff_virt
10 103667.1407173991 PAG_aff_virt
10 113046.90350209257 PAG_aff_virt
10 129645.8329494038 PAG_aff_virt
10 160205.49692671665 PAG_aff_virt
10 175618.38632701637 PAG_aff_virt
10 205498.45245394588 PAG_aff_virt
10 209942.48652793904 PAG_aff_virt
10 210408.6905874338 PAG_aff_virt
10 234387.06605446918 PAG_aff_virt
10 238244.6224028382 PAG_aff_virt
10 249812.23423935135 PAG_aff_virt
10 261316.8426166854 PAG_aff_virt
10 267953.2006688551 PAG_aff_virt
10 268289.2225897922 PAG_aff_virt
10 276428.10344354383 PAG_aff_virt
10 283659.6535958334 PAG_aff_virt
10 292896.04205741733 PAG_aff_virt
10 309208.48616065556 PAG_aff_virt
10 309259.6279520598 PAG_aff_virt
10 316492.03517007444 PAG_aff_virt
10 340975.50078027963 PAG_aff_virt
10 346506.9246141714 PAG_aff_virt
10 347641.67417141766 PAG_aff_virt
10 347912.99553327344 PAG_aff_virt
10 378332.3238374409 PAG_aff_virt
10 389844.17500975233 PAG_aff_virt
10 403385.40863194875 PAG_aff_virt
10 406361.3722047729 PAG_aff_virt
10 425539.1731710729 PAG_aff_virt
10 427465.59597717837 PAG_aff_virt
10 431245.99819175224 PAG_aff_virt
10 476384.95253620885 PAG_aff_virt
10 476464.40281320515 PAG_aff_virt
10 483031.3107192486 PAG_aff_virt
10 488523.57099965005 PAG_aff_virt
10 504123.14585060766 PAG_aff_virt
10 510364.0313431138 PAG_aff_virt
10 544305.2195981661 PAG_aff_virt
11 3053.0842381999582 PAG_aff_virt
11 3122.4899284480953 PAG_aff_virt
11 7107.244605559637 PAG_aff_virt
11 11375.748528530628 PAG_aff_virt
11 19045.10755076294 PAG_aff_virt
11 23758.978793444614 PAG_aff_virt
11 33342.23287543807 PAG_aff_virt
11 53109.01745597924 PAG_aff_virt
11 78647.8900208023 PAG_aff_virt
11 80666.54297816791 PAG_aff_virt
11 86901.64133905756 PAG_aff_virt
11 93232.97102276416 PAG_aff_virt
11 94719.18702466493 PAG_aff_virt
11 114601.23156125119 PAG_aff_virt
11 114623.22754244412 PAG_aff_virt
11 121862.39186896774 PAG_aff_virt
11 135501.98109092689 PAG_aff_virt
11 154077.2474009812 PAG_aff_virt
11 159605.73942150653 PAG_aff_virt
11 168580.05878153208 PAG_aff_virt
11 198397.1467696256 PAG_aff_virt
11 205015.5308939412 PAG_aff_virt
11 211159.14553408165 PAG_aff_virt
11 239368.39299431772 PAG_aff_virt
11 239972.9058610302 PAG_aff_virt
11 255379.14674407797 PAG_aff_virt
11 256435.33085252653 PAG_aff_virt
11 261954.24133538103 PAG_aff_virt
11 275843.21905062604 PAG_aff_virt
11 280209.5880492301 PAG_aff_virt
11 280459.6578919646 PAG_aff_virt
11 286014.3582502849 PAG_aff_virt
11 288924.46731260885 PAG_aff_virt
11 299990.82736340957 PAG_aff_virt
11 300934.75220213045 PAG_aff_virt
11 315685.25661031663 PAG_aff_virt
11 322245.60747343674 PAG_aff_virt
11 326561.8393581169 PAG_aff_virt
11 329640.61625723896 PAG_aff_virt
11 342084.2516275358 PAG_aff_virt
11 366336.5237918031 PAG_aff_virt
11 366950.09404420556 PAG_aff_virt
11 369456.85775265354 PAG_aff_virt
11 385404.6101206085 PAG_aff_virt
11 390261.8269186235 PAG_aff_virt
11 394575.12929049 PAG_aff_virt
11 397444.2138126018 PAG_aff_virt
11 409348.99191311875 PAG_aff_virt
11 416757.3964477362 PAG_aff_virt
11 420288.78808280145 PAG_aff_virt
11 420537.7136869833 PAG_aff_virt
11 426945.90389062173 PAG_aff_virt
11 430427.0568700151 PAG_aff_virt
11 444845.1507461611 PAG_aff_virt
11 445072.24161807203 PAG_aff_virt
11 450099.0938155451 PAG_aff_virt
11 475668.28450684284 PAG_aff_virt
11 484255.3382597732 PAG_aff_virt
11 510142.86809922435 PAG_aff_virt
11 517537.89107596583 PAG_aff_virt
11 521814.28671047697 PAG_aff_virt
11 528826.0574998946 PAG_aff_virt
11 541763.9128570983 PAG_aff_virt
11 544780.732621051 PAG_aff_virt
11 550911.5292016031 PAG_aff_virt
12 14269.167430700752 PAG_aff_virt
12 14551.885223356581 PAG_aff_virt
12 27101.13398530703 PAG_aff_virt
12 44722.59160167439 PAG_aff_virt
12 49329.54013967342 PAG_aff_virt
12 53525.804711214354 PAG_aff_virt
12 69810.21814440984 PAG_aff_virt
12 74605.18238629866 PAG_aff_virt
12 80491.74531530758 PAG_aff_virt
12 80894.06219579796 PAG_aff_virt
12 102486.52016712389 PAG_aff_virt
12 104030.83253074704 PAG_aff_virt
12 110771.73854791088 PAG_aff_virt
12 111991.14426924736 PAG_aff_virt
12 130098.61415979601 PAG_aff_virt
12 136350.58268230397 PAG_aff_virt
12 149779.31668943074 PAG_aff_virt
12 158399.96560678785 PAG_aff_virt
12 159517.3918240088 PAG_aff_virt
12 159972.77181636603 PAG_aff_virt
12 174203.59525652582 PAG_aff_virt
12 174222.74825896556 PAG_aff_virt
12 184229.60335024536 PAG_aff_virt
12 189777.07704695352 PAG_aff_virt
12 214832.07071011065 PAG_aff_virt
12 219768.83980226575 PAG_aff_virt
12 222447.58516014693 PAG_aff_virt
12 238381.4541658446 PAG_aff_virt
12 249406.38396902947 PAG_aff_virt
12 253041.12074885843 PAG_aff_virt
12 257410.9681739971 PAG_aff_virt
12 272291.2150098466 PAG_aff_virt
12 279264.19972472865 PAG_aff_virt
12 287729.4630672635 PAG_aff_virt
12 289312.2912677526 PAG_aff_virt
12 295208.4031628717 PAG_aff_virt
12 295554.94035774656 PAG_aff_virt
12 311983.3275259321 PAG_aff_virt
12 320422.778253682 PAG_aff_virt
12 324050.00104832195 PAG_aff_virt
12 337779.47456706763 PAG_aff_virt
12 338156.61834236 PAG_aff_virt
12 341658.88197159354 PAG_aff_virt
12 343010.80515812844 PAG_aff_virt
12 355576.6674435367 PAG_aff_virt
